layer1,layer2,actFunc,learning,mse,mae
70,30,<class 'torch.nn.modules.activation.ReLU'>,0.001,1.8886209726333616,1.086493968963623
90,70,<class 'torch.nn.modules.activation.Tanh'>,0.001,1.889083743095398,0.9645172357559204
90,10,<class 'torch.nn.modules.activation.ReLU'>,0.001,1.892172574996948,1.1192115545272827
90,70,<class 'torch.nn.modules.activation.ReLU'>,0.0001,1.8960061073303225,1.1621110439300537
90,70,<class 'torch.nn.modules.activation.ReLU'>,0.001,1.900993585586548,1.0509872436523438
90,50,<class 'torch.nn.modules.activation.ReLU'>,0.001,1.9071143865585327,1.0647660493850708
30,50,<class 'torch.nn.modules.activation.ReLU'>,0.001,1.9219111204147337,1.1281815767288208
50,70,<class 'torch.nn.modules.activation.ReLU'>,0.0001,1.9303051233291624,1.1350494623184204
30,90,<class 'torch.nn.modules.activation.ReLU'>,0.001,1.9337211847305296,1.1154558658599854
10,70,<class 'torch.nn.modules.activation.ReLU'>,0.0001,1.9556411504745483,1.1720612049102783
90,50,<class 'torch.nn.modules.activation.ReLU'>,0.0001,1.958113193511963,1.1654057502746582
50,10,<class 'torch.nn.modules.activation.Tanh'>,0.001,1.9581891298294067,1.1207140684127808
70,30,<class 'torch.nn.modules.activation.ReLU'>,0.01,1.973869800567627,1.176245927810669
90,10,<class 'torch.nn.modules.activation.ReLU'>,0.01,1.9765905141830444,1.16399884223938
90,90,<class 'torch.nn.modules.activation.ReLU'>,0.01,1.9787976741790767,1.1617854833602903
70,50,<class 'torch.nn.modules.activation.ReLU'>,0.01,1.980082392692566,1.1597872972488403
70,90,<class 'torch.nn.modules.activation.ReLU'>,0.01,1.980488896369934,1.1611367464065552
30,30,<class 'torch.nn.modules.activation.Tanh'>,0.001,1.9835907220840452,1.1514055728912354
30,90,<class 'torch.nn.modules.activation.ReLU'>,0.01,1.9849622249603271,1.202959656715393
10,10,<class 'torch.nn.modules.activation.ReLU'>,0.001,1.98689603805542,1.178682804107666
90,10,<class 'torch.nn.modules.activation.ReLU'>,0.0001,1.987074613571167,1.195991039276123
90,10,<class 'torch.nn.modules.activation.Tanh'>,0.001,1.992674469947815,1.1035696268081665
10,90,<class 'torch.nn.modules.activation.ReLU'>,0.01,1.9933668375015257,1.212956786155701
30,70,<class 'torch.nn.modules.activation.ReLU'>,0.01,1.99337637424469,1.147775650024414
30,10,<class 'torch.nn.modules.activation.ReLU'>,0.001,1.9962159395217896,1.072061538696289
90,70,<class 'torch.nn.modules.activation.ReLU'>,0.01,1.99701189994812,1.215117573738098
10,90,<class 'torch.nn.modules.activation.ReLU'>,0.001,1.9989027976989744,1.1340031623840332
30,30,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.0063600540161133,1.224300980567932
10,50,<class 'torch.nn.modules.activation.ReLU'>,0.001,2.006624460220337,1.1413055658340454
70,70,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.0085489749908447,1.2124048471450806
70,50,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.008833408355713,1.223829984664917
90,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.0125410556793213,1.1826858520507812
70,90,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.0130038261413574,1.1901977062225342
30,50,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.0213418006896973,1.2360469102859497
70,30,<class 'torch.nn.modules.activation.Tanh'>,0.001,2.026652336120605,1.1219390630722046
70,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.0285515785217285,1.1869947910308838
10,30,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.0287904739379883,1.2428184747695925
90,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.033896207809448,1.208019495010376
50,90,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.0344510078430176,1.1314915418624878
50,50,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.036555290222168,1.1354652643203735
50,50,<class 'torch.nn.modules.activation.Tanh'>,0.001,2.0419018268585205,1.184607744216919
50,30,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.04861068725586,1.1600558757781982
90,90,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.0537233352661133,1.1807847023010254
70,10,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.058203935623169,1.2095240354537964
30,70,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.05952525138855,1.2559711933135986
50,30,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.059711217880249,1.1728713512420654
10,70,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.0664992332458496,1.1303982734680176
90,50,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.067403554916382,1.1312031745910645
50,10,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.068897485733032,1.13121235370636
10,50,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.070042133331299,1.1983915567398071
70,70,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.0701887607574463,1.1312942504882812
70,30,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.076934337615967,1.197199463844299
50,50,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.07860803604126,1.1995182037353516
30,30,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.087646484375,1.2098536491394043
50,50,<class 'torch.nn.modules.activation.ReLU'>,0.001,2.091221570968628,1.1318172216415403
90,90,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.09314513206482,1.1658765077590942
50,10,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.1054000854492188,1.2132999897003174
70,10,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.111955404281616,1.128085374832153
30,10,<class 'torch.nn.modules.activation.Tanh'>,0.001,2.121543884277344,1.157466173171997
50,70,<class 'torch.nn.modules.activation.Tanh'>,0.001,2.127570629119873,1.1486736536026
30,70,<class 'torch.nn.modules.activation.ReLU'>,0.001,2.127812623977661,1.0883129835128784
70,90,<class 'torch.nn.modules.activation.ReLU'>,0.001,2.129465818405152,1.1157737970352173
70,90,<class 'torch.nn.modules.activation.Tanh'>,0.001,2.1311140060424805,1.206122636795044
30,10,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.147287130355835,1.12735915184021
30,10,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.169941663742065,1.2760905027389526
50,10,<class 'torch.nn.modules.activation.ReLU'>,0.001,2.172983407974243,1.1029150485992432
90,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.187016248703003,1.2157732248306274
70,50,<class 'torch.nn.modules.activation.Tanh'>,0.001,2.1953158378601074,1.0799041986465454
90,30,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.1956899166107178,1.2907503843307495
30,90,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.2124273777008057,1.1986478567123413
30,50,<class 'torch.nn.modules.activation.Tanh'>,0.001,2.2132132053375244,1.2353636026382446
10,90,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.218716144561768,1.2658590078353882
10,30,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.220838785171509,1.239039659500122
50,90,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.2214062213897705,1.1290377378463743
10,50,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.224936008453369,1.1299718618392944
50,70,<class 'torch.nn.modules.activation.ReLU'>,0.001,2.23005747795105,1.1410266160964966
50,70,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.2511508464813232,1.1312947273254397
50,90,<class 'torch.nn.modules.activation.ReLU'>,0.001,2.2654268741607666,1.1479977369308472
10,10,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.266951560974121,1.3515362739562988
30,50,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.274660348892212,1.321868658065796
90,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.275009870529175,1.2243980169296265
70,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.28421688079834,1.286461591720581
70,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.2894623279571533,1.238340973854065
10,10,<class 'torch.nn.modules.activation.ReLU'>,0.0001,2.298269748687744,1.292130947113037
90,50,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.301096200942993,1.2165485620498655
70,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.3048040866851807,1.275561809539795
70,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.3177359104156494,1.2718218564987185
50,50,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.358752489089966,1.2653231620788574
50,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.3665571212768555,1.2715575695037842
10,50,<class 'torch.nn.modules.activation.Tanh'>,0.001,2.372878313064575,1.2867274284362793
90,90,<class 'torch.nn.modules.activation.ReLU'>,0.001,2.3793365955352783,1.1513512134552002
70,50,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.388362169265747,1.268606662750244
90,10,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.4102697372436523,1.264032006263733
90,70,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.412007093429565,1.2620604038238523
50,90,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.4318830966949463,1.2959322929382324
10,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.001,2.441122770309448,1.2781206369400024
90,30,<class 'torch.nn.modules.activation.ReLU'>,0.01,2.441971778869629,1.1460286378860474
50,70,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.450384616851806,1.2993724346160889
50,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.453366994857788,1.3033581972122192
50,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.4584736824035645,1.3089090585708618
70,70,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.4602341651916504,1.2904818058013916
30,50,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.4683070182800293,1.3107948303222656
50,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.471576452255249,1.2988616228103638
50,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.4733316898345947,1.322490096092224
70,90,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.491640329360962,1.3268030881881714
90,30,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.5005991458892822,1.3162766695022583
10,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.001,2.5139424800872803,1.3036926984786987
70,30,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.526364326477051,1.2835582494735718
30,70,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.527855396270752,1.332971453666687
30,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.532712697982788,1.3523271083831787
50,30,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.533291339874268,1.3213404417037964
70,10,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.5350661277771,1.310949683189392
30,90,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.5742928981781006,1.3369566202163696
30,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.653730869293213,1.3810681104660034
10,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.661912441253662,1.3917630910873413
50,10,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.667827844619751,1.3828519582748413
30,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.719354152679444,1.3935158252716064
10,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.75037693977356,1.4016622304916382
30,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.769313097000122,1.408995270729065
30,10,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.790644645690918,1.3895891904830933
10,30,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.7973885536193848,1.4403666257858276
10,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.7990009784698486,1.4174445867538452
30,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.804900884628296,1.4167817831039429
30,30,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.9073240756988525,1.4581129550933838
10,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.934830904006958,1.4751156568527222
10,10,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.9850733280181885,1.4804280996322632
10,90,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.989201068878174,1.5070488452911377
10,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,3.071122646331787,1.5429542064666748
10,70,<class 'torch.nn.modules.activation.Tanh'>,0.0001,3.1166341304779053,1.5561543703079224
10,50,<class 'torch.nn.modules.activation.Tanh'>,0.0001,3.1795125007629395,1.5683201551437378
70,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.1799981594085693,1.5692905187606812
30,30,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.180086374282837,1.5697544813156128
90,10,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.180148839950561,1.5688420534133911
30,50,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.180157423019409,1.5688278675079346
50,10,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.180203437805176,1.568756937980652
10,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.180206775665283,1.5687522888183594
90,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.180260181427002,1.5700353384017944
70,10,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.180290699005127,1.5686419010162354
10,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.1803412437438965,1.57013201713562
10,90,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.1804769039154053,1.5702718496322632
10,90,<class 'torch.nn.modules.activation.Tanh'>,0.001,3.1805241107940674,1.5703155994415283
30,90,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.180577516555786,1.570362567901611
50,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.1806447505950928,1.5704190731048584
30,70,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.180772066116333,1.5705187320709229
10,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.180858850479126,1.5705817937850952
70,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.1811249256134038,1.5707577466964722
50,30,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.181131601333618,1.5679534673690796
10,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.1811716556549072,1.5707865953445437
90,50,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.181385040283203,1.5678044557571411
90,30,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.1814522743225098,1.5677688121795654
10,10,<class 'torch.nn.modules.activation.Tanh'>,0.001,3.181478977203369,1.5709624290466309
10,30,<class 'torch.nn.modules.activation.Tanh'>,0.001,3.1817469596862797,1.5711010694503784
50,70,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.1817514896392822,1.5676116943359375
10,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.001,3.1818044185638428,1.571045994758606
50,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.1820883750915527,1.5712636709213257
10,10,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.1823086738586426,1.56735360622406
10,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.182586431503296,1.5672367811203003
10,50,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.182648181915283,1.571503758430481
70,50,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.183201313018799,1.5717167854309082
10,90,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.1832797527313232,1.5717453956604004
50,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.183372974395752,1.5717791318893433
30,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.1834282875061035,1.5669163465499878
30,70,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.184032440185547,1.5720049142837524
70,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.1843841075897217,1.5721179246902466
70,30,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.184661865234375,1.5665112733840942
50,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.184739589691162,1.5722274780273438
10,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.1847808361053467,1.5664751529693604
10,70,<class 'torch.nn.modules.activation.Tanh'>,0.001,3.1853268146514893,1.5723998546600342
70,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.18546199798584,1.566277027130127
70,90,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.1855740547180176,1.566245675086975
10,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.1855885982513428,1.5724737644195557
90,50,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.185781240463257,1.5661883354187012
90,50,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.185798168182373,1.5661836862564087
10,30,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.185900926589966,1.5725595951080322
70,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.186201572418213,1.572640061378479
10,30,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.1862308979034424,1.566067457199097
10,10,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.1864538192749023,1.566009283065796
10,10,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.186549425125122,1.5727307796478271
90,70,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.1871464252471924,1.5658342838287354
90,90,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.1871607303619385,1.5658307075500488
70,30,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.1881678104400635,1.5731244087219238
30,10,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.1883914470672607,1.5731755495071411
30,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.1889774799346924,1.5733065605163574
50,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.1893134117126465,1.5653356313705444
70,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.189664602279663,1.573454737663269
50,70,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.191974639892578,1.5647971630096436
70,70,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.192688465118408,1.5740519762039185
30,30,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.1928231716156006,1.5740768909454346
30,10,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.1930806636810303,1.5741238594055176
50,90,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.193174123764038,1.5741409063339231
50,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.194359064102173,1.574351191520691
90,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.195432424545288,1.5745346546173096
70,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.1954879760742188,1.5641714334487915
30,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.195627927780152,1.564148187637329
30,90,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.196452140808105,1.5747027397155762
70,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.19809627532959,1.5637518167495728
10,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.198146343231201,1.563744068145752
70,10,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.1986303329467773,1.575045466423035
50,10,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.1992502212524414,1.5635759830474854
70,90,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.1993722915649414,1.575157642364502
90,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.200429677963257,1.5753138065338137
10,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.2014317512512207,1.5632572174072266
50,50,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.202697515487671,1.575635552406311
90,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.202916145324707,1.575665831565857
10,50,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.2032384872436523,1.5630053281784058
90,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.203533172607422,1.5757502317428589
70,50,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.203749179840088,1.5757793188095093
10,70,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.2069168090820312,1.5761942863464355
90,10,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.207801580429077,1.576305627822876
30,50,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.208903551101685,1.576442003250122
30,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.212733030319214,1.5768965482711792
30,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.214495897293091,1.577096939086914
50,30,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.2157771587371826,1.5614758729934692
10,70,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.2186193466186523,1.561168909072876
90,10,<class 'torch.nn.modules.activation.ReLU'>,0.1,3.223137855529785,1.5780121088027954
50,90,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.223182201385498,1.5606987476348877
70,90,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.223400831222534,1.5606768131256104
50,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.230308055877685,1.5787036418914795
70,90,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.232250928878784,1.578882336616516
50,50,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.237849473953247,1.579379677772522
90,30,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.240284204483032,1.5795882940292358
30,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.244332790374756,1.564974069595337
90,30,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.2479360103607178,1.5657916069030762
50,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.247948169708252,1.5657941102981567
70,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.250809907913208,1.5664280652999878
90,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.2541229724884038,1.5807019472122192
90,70,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.2618651390075684,1.5813685655593872
30,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.262151002883911,1.5814518928527832
30,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.2652533054351807,1.5823453664779663
50,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.2682011127471924,1.583179593086243
70,70,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.271728277206421,1.5707173347473145
30,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.272902011871338,1.5844814777374268
30,50,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.28275203704834,1.5871065855026243
30,10,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.2865025997161865,1.5880730152130127
70,70,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.28912091255188,1.573921799659729
10,30,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.290431261062622,1.5890671014785769
90,70,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.2905385494232178,1.5741713047027588
50,10,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.296827793121338,1.5906484127044678
10,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.299456596374512,1.5912857055664062
90,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,3.3097681999206543,1.593720555305481
30,70,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.3812880516052246,1.6084564924240112
50,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,3.393707036972046,1.5893155336380005
90,90,<class 'torch.nn.modules.activation.Tanh'>,0.01,3.395408868789673,1.6110349893569946
